Country,Year,Health Expenditure,Life Expectancy,GDP Per Capita,LOCATION
Italy,1998,1736.633,79.1,45902.22894,ITA
Italy,1999,1802.03,79.6,45902.22894,ITA
Italy,2000,2030.535,79.9,45902.22894,ITA
Italy,2001,2151.727,80.3,45902.22894,ITA
Italy,2002,2292.714,80.4,45902.22894,ITA
Italy,2003,2289.348,80.1,45902.22894,ITA
Italy,2004,2451.044,80.9,45902.22894,ITA
Italy,2005,2504.099,80.9,45902.22894,ITA
Italy,2006,2662.499,81.4,45902.22894,ITA
Italy,2007,2695.633,81.6,45902.22894,ITA
Italy,2008,2932.455,81.7,45902.22894,ITA
Italy,2009,2937.493,81.8,45902.22894,ITA
Italy,2010,3104.465,82.2,45902.22894,ITA
Italy,2011,3098.256,82.4,45902.22894,ITA
Italy,2012,3071.61,82.4,45902.22894,ITA
Italy,2013,3042.931,82.9,45902.22894,ITA
Italy,2014,3036.86,83.2,45902.22894,ITA
Italy,2015,3088.931,82.7,45902.22894,ITA
Italy,2016,3274.024,83.4,45902.22894,ITA
Italy,2017,3376.084,83.1,45902.22894,ITA
Italy,2018,3495.868,83.4,45902.22894,ITA
Italy,2019,3565.301,83.6,45902.22894,ITA
Italy,2020,3747.172,82.3,45902.22894,ITA
Italy,2021,4037.787,82.9,45902.22894,ITA
Korea,1987,206.809,70.1,46731.416375,KOR
Korea,1988,250.267,70.7,46731.416375,KOR
Korea,1989,316.146,71.2,46731.416375,KOR
Korea,1990,355.831,71.7,46731.416375,KOR
Korea,1991,378.036,72.2,46731.416375,KOR
Korea,1992,418.789,72.6,46731.416375,KOR
Korea,1993,442.195,73.1,46731.416375,KOR
Korea,1994,464.971,73.5,46731.416375,KOR
Korea,1995,515.771,73.8,46731.416375,KOR
Korea,1996,575.658,74.2,46731.416375,KOR
Korea,1997,599.675,74.7,46731.416375,KOR
Korea,1998,580.989,75.1,46731.416375,KOR
Korea,1999,662.546,75.5,46731.416375,KOR
Korea,2000,725.087,76.0,46731.416375,KOR
Korea,2001,861.262,76.5,46731.416375,KOR
Korea,2002,886.304,76.8,46731.416375,KOR
Korea,2003,973.222,77.3,46731.416375,KOR
Korea,2004,1033.444,77.8,46731.416375,KOR
Korea,2005,1134.304,78.2,46731.416375,KOR
Korea,2006,1276.73,78.8,46731.416375,KOR
Korea,2007,1435.186,79.2,46731.416375,KOR
Korea,2008,1556.157,79.6,46731.416375,KOR
Korea,2009,1684.344,80.0,46731.416375,KOR
Korea,2010,1878.132,80.2,46731.416375,KOR
Korea,2011,1966.703,80.6,46731.416375,KOR
Korea,2012,2071.546,80.9,46731.416375,KOR
Korea,2013,2129.162,81.4,46731.416375,KOR
Korea,2014,2233.19,81.8,46731.416375,KOR
Korea,2015,2491.691,82.1,46731.416375,KOR
Korea,2016,2664.734,82.4,46731.416375,KOR
Korea,2017,2802.355,82.7,46731.416375,KOR
Korea,2018,3078.831,82.7,46731.416375,KOR
Korea,2019,3277.225,83.3,46731.416375,KOR
Korea,2020,3582.313,83.5,46731.416375,KOR
Luxembourg,1976,341.891,70.7,134340.373726,LUX
Luxembourg,1977,384.411,72.1,134340.373726,LUX
Luxembourg,1978,458.135,72.0,134340.373726,LUX
Luxembourg,1979,524.174,72.7,134340.373726,LUX
Luxembourg,1980,597.923,72.8,134340.373726,LUX
Luxembourg,1981,654.62,72.6,134340.373726,LUX
Luxembourg,1982,682.382,72.7,134340.373726,LUX
Luxembourg,1983,709.5,73.5,134340.373726,LUX
Luxembourg,1984,752.045,73.3,134340.373726,LUX
Luxembourg,1985,798.892,73.8,134340.373726,LUX
Luxembourg,1986,883.739,74.7,134340.373726,LUX
Luxembourg,1987,1017.736,74.3,134340.373726,LUX
Luxembourg,1988,1184.137,75.0,134340.373726,LUX
Luxembourg,1989,1321.83,74.9,134340.373726,LUX
Luxembourg,1990,1475.695,75.7,134340.373726,LUX
Luxembourg,1991,1549.962,75.7,134340.373726,LUX
Luxembourg,1992,1664.8,75.3,134340.373726,LUX
Luxembourg,1993,1812.655,76.0,134340.373726,LUX
Luxembourg,1994,1857.616,76.7,134340.373726,LUX
Luxembourg,1995,2097.666,76.8,134340.373726,LUX
Luxembourg,1996,2217.649,76.8,134340.373726,LUX
Luxembourg,1997,2270.327,77.1,134340.373726,LUX
Luxembourg,1998,2428.195,77.3,134340.373726,LUX
Luxembourg,1999,2827.654,78.0,134340.373726,LUX
Luxembourg,2000,3411.355,78.0,134340.373726,LUX
Luxembourg,2001,3714.432,78.0,134340.373726,LUX
Luxembourg,2002,4248.808,78.1,134340.373726,LUX
Luxembourg,2003,4411.556,77.9,134340.373726,LUX
Luxembourg,2004,4776.03,79.2,134340.373726,LUX
Luxembourg,2005,4881.401,79.6,134340.373726,LUX
Luxembourg,2006,5154.058,79.4,134340.373726,LUX
Luxembourg,2007,5086.545,79.5,134340.373726,LUX
Luxembourg,2008,5431.112,80.7,134340.373726,LUX
Luxembourg,2009,5710.148,80.8,134340.373726,LUX
Luxembourg,2010,5625.097,80.8,134340.373726,LUX
Luxembourg,2011,4830.517,81.1,134340.373726,LUX
Luxembourg,2012,4424.503,81.5,134340.373726,LUX
Luxembourg,2013,4636.665,81.9,134340.373726,LUX
Luxembourg,2014,4707.036,82.3,134340.373726,LUX
Luxembourg,2015,4692.311,82.4,134340.373726,LUX
Luxembourg,2016,4864.271,82.7,134340.373726,LUX
Luxembourg,2017,4989.031,82.1,134340.373726,LUX
Luxembourg,2018,5292.055,82.3,134340.373726,LUX
Luxembourg,2019,5359.77,82.7,134340.373726,LUX
Luxembourg,2020,5596.378,82.2,134340.373726,LUX
Netherlands,1972,308.727,73.8,63445.083337,NLD
Netherlands,1973,341.928,74.2,63445.083337,NLD
Netherlands,1974,398.643,74.6,63445.083337,NLD
Netherlands,1975,452.864,74.6,63445.083337,NLD
Netherlands,1976,492.089,74.7,63445.083337,NLD
Netherlands,1977,541.464,75.3,63445.083337,NLD
Netherlands,1978,605.118,75.3,63445.083337,NLD
Netherlands,1979,674.308,75.7,63445.083337,NLD
Netherlands,1980,750.628,75.9,63445.083337,NLD
Netherlands,1981,808.222,76.0,63445.083337,NLD
Netherlands,1982,865.857,76.1,63445.083337,NLD
Netherlands,1983,906.974,76.3,63445.083337,NLD
Netherlands,1984,941.224,76.4,63445.083337,NLD
Netherlands,1985,977.443,76.5,63445.083337,NLD
Netherlands,1986,1035.491,76.4,63445.083337,NLD
Netherlands,1987,1087.247,76.9,63445.083337,NLD
Netherlands,1988,1146.375,77.1,63445.083337,NLD
Netherlands,1989,1269.523,76.9,63445.083337,NLD
Netherlands,1990,1399.987,77.1,63445.083337,NLD
Netherlands,1991,1500.763,77.2,63445.083337,NLD
Netherlands,1992,1587.969,77.4,63445.083337,NLD
Netherlands,1993,1649.433,77.1,63445.083337,NLD
Netherlands,1994,1690.022,77.6,63445.083337,NLD
Netherlands,1995,1748.653,77.6,63445.083337,NLD
Netherlands,1996,1822.141,77.6,63445.083337,NLD
Netherlands,1997,1883.425,78.0,63445.083337,NLD
Netherlands,1998,2216.663,78.1,63445.083337,NLD
Netherlands,1999,2372.005,78.0,63445.083337,NLD
Netherlands,2000,2647.433,78.2,63445.083337,NLD
Netherlands,2001,2883.085,78.4,63445.083337,NLD
Netherlands,2002,3296.964,78.5,63445.083337,NLD
Netherlands,2003,3308.866,78.7,63445.083337,NLD
Netherlands,2004,3494.733,79.3,63445.083337,NLD
Netherlands,2005,3583.454,79.6,63445.083337,NLD
Netherlands,2006,3829.786,80.0,63445.083337,NLD
Netherlands,2007,4076.873,80.4,63445.083337,NLD
Netherlands,2008,4378.383,80.5,63445.083337,NLD
Netherlands,2009,4433.594,80.9,63445.083337,NLD
Netherlands,2010,4474.559,81.0,63445.083337,NLD
Netherlands,2011,4567.357,81.3,63445.083337,NLD
Netherlands,2012,4782.366,81.2,63445.083337,NLD
Netherlands,2013,4923.877,81.4,63445.083337,NLD
Netherlands,2014,4934.583,81.8,63445.083337,NLD
Netherlands,2015,4927.104,81.6,63445.083337,NLD
Netherlands,2016,5095.836,81.7,63445.083337,NLD
Netherlands,2017,5253.774,81.8,63445.083337,NLD
Netherlands,2018,5488.774,81.9,63445.083337,NLD
Netherlands,2019,5649.34,82.2,63445.083337,NLD
Netherlands,2020,6189.722,81.4,63445.083337,NLD
New Zealand,1970,215.232,71.5,46388.713365,NZL
New Zealand,1971,227.155,71.6,46388.713365,NZL
New Zealand,1972,252.413,71.7,46388.713365,NZL
New Zealand,1973,296.855,71.8,46388.713365,NZL
New Zealand,1974,356.185,72.0,46388.713365,NZL
New Zealand,1975,404.623,72.1,46388.713365,NZL
New Zealand,1976,405.967,72.3,46388.713365,NZL
New Zealand,1977,436.397,72.5,46388.713365,NZL
New Zealand,1978,503.71,72.7,46388.713365,NZL
New Zealand,1979,508.089,72.9,46388.713365,NZL
New Zealand,1980,500.307,73.2,46388.713365,NZL
New Zealand,1981,563.139,73.4,46388.713365,NZL
New Zealand,1982,595.608,73.6,46388.713365,NZL
New Zealand,1983,634.13,73.7,46388.713365,NZL
New Zealand,1984,644.193,73.8,46388.713365,NZL
New Zealand,1985,605.897,74.0,46388.713365,NZL
New Zealand,1986,666.359,74.1,46388.713365,NZL
New Zealand,1987,767.622,74.5,46388.713365,NZL
New Zealand,1988,884.715,74.8,46388.713365,NZL
New Zealand,1989,951.371,75.2,46388.713365,NZL
New Zealand,1990,1022.758,75.5,46388.713365,NZL
New Zealand,1991,1069.019,75.8,46388.713365,NZL
New Zealand,1992,1121.818,76.1,46388.713365,NZL
New Zealand,1993,1171.927,76.3,46388.713365,NZL
New Zealand,1994,1246.923,76.6,46388.713365,NZL
New Zealand,1995,1306.447,76.8,46388.713365,NZL
New Zealand,1996,1341.537,77.1,46388.713365,NZL
New Zealand,1997,1419.393,77.4,46388.713365,NZL
New Zealand,1998,1499.21,77.7,46388.713365,NZL
New Zealand,1999,1565.445,78.1,46388.713365,NZL
New Zealand,2000,1659.487,78.4,46388.713365,NZL
New Zealand,2001,1799.514,78.7,46388.713365,NZL
New Zealand,2002,1920.964,79.0,46388.713365,NZL
New Zealand,2003,1917.07,79.3,46388.713365,NZL
New Zealand,2004,2077.843,79.6,46388.713365,NZL
New Zealand,2005,2194.439,79.8,46388.713365,NZL
New Zealand,2006,2439.135,80.1,46388.713365,NZL
New Zealand,2007,2540.611,80.3,46388.713365,NZL
New Zealand,2008,2829.765,80.5,46388.713365,NZL
New Zealand,2009,2947.565,80.7,46388.713365,NZL
New Zealand,2010,3042.696,80.8,46388.713365,NZL
New Zealand,2011,3132.309,81.0,46388.713365,NZL
New Zealand,2012,3240.034,81.2,46388.713365,NZL
New Zealand,2013,3388.248,81.4,46388.713365,NZL
New Zealand,2014,3490.835,81.5,46388.713365,NZL
New Zealand,2015,3500.719,81.7,46388.713365,NZL
New Zealand,2016,3732.589,81.7,46388.713365,NZL
New Zealand,2017,3842.325,81.9,46388.713365,NZL
New Zealand,2018,3913.078,81.7,46388.713365,NZL
New Zealand,2019,4249.593,82.1,46388.713365,NZL
New Zealand,2020,4469.383,82.3,46388.713365,NZL
Norway,1970,154.229,74.3,79162.871042,NOR
Norway,1971,179.495,74.4,79162.871042,NOR
Norway,1972,208.148,74.5,79162.871042,NOR
Norway,1973,237.436,74.6,79162.871042,NOR
Norway,1974,273.161,75.0,79162.871042,NOR
Norway,1975,327.695,75.0,79162.871042,NOR
Norway,1976,368.994,75.2,79162.871042,NOR
Norway,1977,421.963,75.6,79162.871042,NOR
Norway,1978,503.217,75.7,79162.871042,NOR
Norway,1979,525.509,75.6,79162.871042,NOR
Norway,1980,608.152,75.8,79162.871042,NOR
Norway,1981,677.42,76.0,79162.871042,NOR
Norway,1982,736.7,76.1,79162.871042,NOR
Norway,1983,811.405,76.2,79162.871042,NOR
Norway,1984,839.519,76.3,79162.871042,NOR
Norway,1985,908.492,76.0,79162.871042,NOR
Norway,1986,966.06,76.4,79162.871042,NOR
Norway,1987,1037.617,76.2,79162.871042,NOR
Norway,1988,1082.646,76.3,79162.871042,NOR
Norway,1989,1114.748,76.6,79162.871042,NOR
Norway,1990,1361.085,76.6,79162.871042,NOR
Norway,1991,1481.429,77.1,79162.871042,NOR
Norway,1992,1556.714,77.3,79162.871042,NOR
Norway,1993,1605.399,77.2,79162.871042,NOR
Norway,1994,1670.079,77.9,79162.871042,NOR
Norway,1995,1769.673,77.9,79162.871042,NOR
Norway,1996,1928.968,78.3,79162.871042,NOR
Norway,1997,2198.562,78.3,79162.871042,NOR
Norway,1998,2367.504,78.5,79162.871042,NOR
Norway,1999,2518.86,78.4,79162.871042,NOR
Norway,2000,2793.777,78.8,79162.871042,NOR
Norway,2001,2938.351,79.0,79162.871042,NOR
Norway,2002,3389.226,79.0,79162.871042,NOR
Norway,2003,3447.941,79.6,79162.871042,NOR
Norway,2004,3655.626,80.1,79162.871042,NOR
Norway,2005,3740.873,80.3,79162.871042,NOR
Norway,2006,3966.376,80.6,79162.871042,NOR
Norway,2007,4311.768,80.6,79162.871042,NOR
Norway,2008,4604.504,80.8,79162.871042,NOR
Norway,2009,4675.689,81.0,79162.871042,NOR
Norway,2010,4777.14,81.2,79162.871042,NOR
Norway,2011,4965.184,81.4,79162.871042,NOR
Norway,2012,5209.577,81.5,79162.871042,NOR
Norway,2013,5485.874,81.8,79162.871042,NOR
Norway,2014,5707.377,82.2,79162.871042,NOR
Norway,2015,5726.877,82.4,79162.871042,NOR
Norway,2016,5904.222,82.5,79162.871042,NOR
Norway,2017,6234.379,82.7,79162.871042,NOR
Norway,2018,6495.078,82.8,79162.871042,NOR
Norway,2019,6476.412,83.0,79162.871042,NOR
Norway,2020,6536.093,83.3,79162.871042,NOR
Norway,2021,7064.761,83.2,79162.871042,NOR
Sweden,1970,272.052,74.7,60149.585635,SWE
Sweden,1971,306.49,74.7,60149.585635,SWE
Sweden,1972,331.467,74.8,60149.585635,SWE
Sweden,1973,359.492,74.9,60149.585635,SWE
Sweden,1974,420.151,75.0,60149.585635,SWE
Sweden,1975,501.941,75.0,60149.585635,SWE
Sweden,1976,560.537,75.0,60149.585635,SWE
Sweden,1977,648.788,75.5,60149.585635,SWE
Sweden,1978,694.669,75.5,60149.585635,SWE
Sweden,1979,772.614,75.6,60149.585635,SWE
Sweden,1980,898.269,75.8,60149.585635,SWE
Sweden,1981,965.897,76.1,60149.585635,SWE
Sweden,1982,1023.743,76.4,60149.585635,SWE
Sweden,1983,1062.581,76.7,60149.585635,SWE
Sweden,1984,1122.729,76.9,60149.585635,SWE
Sweden,1985,1120.765,76.8,60149.585635,SWE
Sweden,1986,1155.201,77.0,60149.585635,SWE
Sweden,1987,1235.997,77.2,60149.585635,SWE
Sweden,1988,1302.959,77.1,60149.585635,SWE
Sweden,1989,1413.202,77.8,60149.585635,SWE
Sweden,1990,1489.775,77.7,60149.585635,SWE
Sweden,1991,1480.501,77.8,60149.585635,SWE
Sweden,1992,1537.277,78.2,60149.585635,SWE
Sweden,1993,1522.519,78.2,60149.585635,SWE
Sweden,1994,1519.052,78.9,60149.585635,SWE
Sweden,1995,1594.73,79.0,60149.585635,SWE
Sweden,1996,1691.128,79.2,60149.585635,SWE
Sweden,1997,1709.883,79.4,60149.585635,SWE
Sweden,1998,1808.561,79.5,60149.585635,SWE
Sweden,1999,1959.359,79.6,60149.585635,SWE
Sweden,2000,2196.099,79.8,60149.585635,SWE
Sweden,2001,2399.536,79.9,60149.585635,SWE
Sweden,2002,2637.445,80.0,60149.585635,SWE
Sweden,2003,2675.912,80.3,60149.585635,SWE
Sweden,2004,2773.003,80.7,60149.585635,SWE
Sweden,2005,2810.705,80.7,60149.585635,SWE
Sweden,2006,3010.123,81.0,60149.585635,SWE
Sweden,2007,3225.832,81.1,60149.585635,SWE
Sweden,2008,3415.036,81.3,60149.585635,SWE
Sweden,2009,3451.078,81.5,60149.585635,SWE
Sweden,2010,3431.157,81.6,60149.585635,SWE
Sweden,2011,4459.517,81.9,60149.585635,SWE
Sweden,2012,4679.65,81.8,60149.585635,SWE
Sweden,2013,4731.983,82.0,60149.585635,SWE
Sweden,2014,4865.516,82.3,60149.585635,SWE
Sweden,2015,5004.13,82.2,60149.585635,SWE
Sweden,2016,5127.577,82.4,60149.585635,SWE
Sweden,2017,5219.411,82.5,60149.585635,SWE
Sweden,2018,5419.273,82.6,60149.585635,SWE
Sweden,2019,5387.733,83.2,60149.585635,SWE
Sweden,2020,5757.291,82.4,60149.585635,SWE
Sweden,2021,6262.31,83.2,60149.585635,SWE
Switzerland,1970,326.524,73.2,77235.961977,CHE
Switzerland,1971,376.997,73.3,77235.961977,CHE
Switzerland,1972,405.847,73.8,77235.961977,CHE
Switzerland,1973,440.605,74.1,77235.961977,CHE
Switzerland,1974,508.283,74.5,77235.961977,CHE
Switzerland,1975,585.067,74.9,77235.961977,CHE
Switzerland,1976,636.796,75.0,77235.961977,CHE
Switzerland,1977,690.441,75.5,77235.961977,CHE
Switzerland,1978,764.246,75.4,77235.961977,CHE
Switzerland,1979,843.331,75.7,77235.961977,CHE
Switzerland,1980,960.567,75.7,77235.961977,CHE
Switzerland,1981,1068.338,75.9,77235.961977,CHE
Switzerland,1982,1146.744,76.3,77235.961977,CHE
Switzerland,1983,1252.064,76.2,77235.961977,CHE
Switzerland,1984,1300.9,76.9,77235.961977,CHE
Switzerland,1985,1487.125,77.0,77235.961977,CHE
Switzerland,1986,1601.171,77.2,77235.961977,CHE
Switzerland,1987,1720.506,77.5,77235.961977,CHE
Switzerland,1988,1856.814,77.5,77235.961977,CHE
Switzerland,1989,2018.304,77.7,77235.961977,CHE
Switzerland,1990,2136.023,77.5,77235.961977,CHE
Switzerland,1991,2334.495,77.8,77235.961977,CHE
Switzerland,1992,2434.099,78.1,77235.961977,CHE
Switzerland,1993,2492.24,78.4,77235.961977,CHE
Switzerland,1994,2626.43,78.7,77235.961977,CHE
Switzerland,1995,2611.094,78.7,77235.961977,CHE
Switzerland,1996,2766.524,79.2,77235.961977,CHE
Switzerland,1997,2873.708,79.4,77235.961977,CHE
Switzerland,1998,2989.468,79.6,77235.961977,CHE
Switzerland,1999,3103.729,79.9,77235.961977,CHE
Switzerland,2000,3326.318,80.0,77235.961977,CHE
Switzerland,2001,3554.272,80.5,77235.961977,CHE
Switzerland,2002,3887.068,80.6,77235.961977,CHE
Switzerland,2003,3915.233,80.7,77235.961977,CHE
Switzerland,2004,4108.005,81.3,77235.961977,CHE
Switzerland,2005,4106.058,81.5,77235.961977,CHE
Switzerland,2006,4234.52,81.8,77235.961977,CHE
Switzerland,2007,4597.308,82.0,77235.961977,CHE
Switzerland,2008,4905.058,82.3,77235.961977,CHE
Switzerland,2009,5059.23,82.3,77235.961977,CHE
Switzerland,2010,5089.213,82.7,77235.961977,CHE
Switzerland,2011,5259.579,82.8,77235.961977,CHE
Switzerland,2012,5565.318,82.8,77235.961977,CHE
Switzerland,2013,5923.914,82.9,77235.961977,CHE
Switzerland,2014,6158.683,83.3,77235.961977,CHE
Switzerland,2015,6465.888,83.0,77235.961977,CHE
Switzerland,2016,6808.029,83.7,77235.961977,CHE
Switzerland,2017,6866.474,83.7,77235.961977,CHE
Switzerland,2018,6930.7,83.8,77235.961977,CHE
Switzerland,2019,6942.41,84.0,77235.961977,CHE
Switzerland,2020,7178.56,83.1,77235.961977,CHE
United Kingdom,1970,123.993,71.9,49524.925097,GBR
United Kingdom,1971,134.172,71.9,49524.925097,GBR
United Kingdom,1980,385.099,73.2,49524.925097,GBR
United Kingdom,1981,433.957,73.8,49524.925097,GBR
United Kingdom,1982,448.477,74.1,49524.925097,GBR
United Kingdom,1983,501.924,74.3,49524.925097,GBR
United Kingdom,1984,521.522,74.5,49524.925097,GBR
United Kingdom,1985,549.608,74.7,49524.925097,GBR
United Kingdom,1986,578.61,74.8,49524.925097,GBR
United Kingdom,1987,634.956,75.2,49524.925097,GBR
United Kingdom,1988,688.049,75.3,49524.925097,GBR
United Kingdom,1989,739.714,75.4,49524.925097,GBR
United Kingdom,1990,782.612,75.7,49524.925097,GBR
United Kingdom,1991,842.797,75.9,49524.925097,GBR
United Kingdom,1992,930.701,76.3,49524.925097,GBR
United Kingdom,1993,995.728,76.2,49524.925097,GBR
United Kingdom,1994,1058.68,76.8,49524.925097,GBR
United Kingdom,1995,1094.034,76.7,49524.925097,GBR
United Kingdom,1996,1171.591,76.9,49524.925097,GBR
United Kingdom,1997,1507.352,77.2,49524.925097,GBR
United Kingdom,1998,1572.097,77.3,49524.925097,GBR
United Kingdom,1999,1683.905,77.5,49524.925097,GBR
United Kingdom,2000,1897.202,77.9,49524.925097,GBR
United Kingdom,2001,2067.167,78.2,49524.925097,GBR
United Kingdom,2002,2287.476,78.3,49524.925097,GBR
United Kingdom,2003,2469.159,78.4,49524.925097,GBR
United Kingdom,2004,2724.869,79.0,49524.925097,GBR
United Kingdom,2005,2731.445,79.2,49524.925097,GBR
United Kingdom,2006,2952.329,79.5,49524.925097,GBR
United Kingdom,2007,3021.671,79.7,49524.925097,GBR
United Kingdom,2008,3207.853,79.8,49524.925097,GBR
United Kingdom,2009,3334.506,80.4,49524.925097,GBR
United Kingdom,2010,3441.71,80.6,49524.925097,GBR
United Kingdom,2011,3495.652,81.0,49524.925097,GBR
United Kingdom,2012,3614.131,81.0,49524.925097,GBR
United Kingdom,2013,3667.636,81.1,49524.925097,GBR
United Kingdom,2014,3758.935,81.4,49524.925097,GBR
United Kingdom,2015,3805.82,81.0,49524.925097,GBR
United Kingdom,2016,3960.141,81.2,49524.925097,GBR
United Kingdom,2017,4059.125,81.3,49524.925097,GBR
United Kingdom,2018,4189.708,81.3,49524.925097,GBR
United Kingdom,2019,4385.463,81.4,49524.925097,GBR
United Kingdom,2020,5018.7,80.4,49524.925097,GBR
United States,1970,326.961,70.8,69558.470785,USA
United States,1971,357.988,71.1,69558.470785,USA
United States,1972,397.097,71.2,69558.470785,USA
United States,1973,439.302,71.4,69558.470785,USA
United States,1974,495.114,72.0,69558.470785,USA
United States,1975,560.75,72.6,69558.470785,USA
United States,1976,638.851,72.9,69558.470785,USA
United States,1977,726.241,73.3,69558.470785,USA
United States,1978,808.884,73.5,69558.470785,USA
United States,1979,908.963,73.9,69558.470785,USA
United States,1980,1036.3,73.7,69558.470785,USA
United States,1981,1191.537,74.1,69558.470785,USA
United States,1982,1329.669,74.5,69558.470785,USA
United States,1983,1451.945,74.6,69558.470785,USA
United States,1984,1590.667,74.7,69558.470785,USA
United States,1985,1735.156,74.7,69558.470785,USA
United States,1986,1847.773,74.7,69558.470785,USA
United States,1987,1976.166,74.9,69558.470785,USA
United States,1988,2195.392,74.9,69558.470785,USA
United States,1989,2424.654,75.1,69558.470785,USA
United States,1990,2684.984,75.4,69558.470785,USA
United States,1991,2901.589,75.5,69558.470785,USA
United States,1992,3100.343,75.8,69558.470785,USA
United States,1993,3286.558,75.5,69558.470785,USA
United States,1994,3432.101,75.7,69558.470785,USA
United States,1995,3586.745,75.8,69558.470785,USA
United States,1996,4158.928,76.1,69558.470785,USA
United States,1997,3894.282,76.5,69558.470785,USA
United States,1998,4061.536,76.7,69558.470785,USA
United States,1999,4261.996,76.7,69558.470785,USA
United States,2000,4536.561,76.8,69558.470785,USA
United States,2001,4888.518,77.0,69558.470785,USA
United States,2002,5316.522,77.0,69558.470785,USA
United States,2003,5726.538,77.2,69558.470785,USA
United States,2004,6069.53,77.6,69558.470785,USA
United States,2005,6430.757,77.6,69558.470785,USA
United States,2006,6808.054,77.8,69558.470785,USA
United States,2007,7166.513,78.1,69558.470785,USA
United States,2008,7385.026,78.2,69558.470785,USA
United States,2009,7645.002,78.5,69558.470785,USA
United States,2010,7879.253,78.7,69558.470785,USA
United States,2011,8079.467,78.7,69558.470785,USA
United States,2012,8346.064,78.8,69558.470785,USA
United States,2013,8519.62,78.8,69558.470785,USA
United States,2014,8925.879,78.9,69558.470785,USA
United States,2015,9355.118,78.7,69558.470785,USA
United States,2016,9717.649,78.7,69558.470785,USA
United States,2017,10046.472,78.6,69558.470785,USA
United States,2018,10451.386,78.7,69558.470785,USA
United States,2019,10855.517,78.8,69558.470785,USA
United States,2020,11859.179,77.0,69558.470785,USA
